Lead ID,organization_name,Industry,Contact Name,Email,Country,Service Needed,Status,Proposal Generated ,Proposal Link,Date Generated,Email Sent ,Date Sent,AI Follow-up Link,Follow-up Sent,Follow-up Date,Gmail Thread
L0569,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0570,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0571,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0572,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0573,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0574,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0575,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0576,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0577,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0578,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0579,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0580,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0581,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0582,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0583,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0584,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0585,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0586,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0587,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0588,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0589,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0590,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0591,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0592,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0593,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0594,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0595,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0596,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0597,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0598,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0599,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0600,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0601,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0602,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0603,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0604,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0605,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0606,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0607,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0608,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0609,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0610,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0611,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0612,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0613,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0614,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0615,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0616,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0617,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0618,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0619,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0620,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0621,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0622,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0623,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0624,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0625,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0626,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0627,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0628,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0629,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0630,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0631,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0632,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0633,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0634,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0635,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0636,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0637,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0638,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0639,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0640,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0641,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0642,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0643,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0644,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0645,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0646,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0647,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0648,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0649,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0650,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0651,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0652,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0653,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0654,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0655,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0656,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0657,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0658,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0659,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0660,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0661,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0662,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0663,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0664,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0665,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0666,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0667,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0668,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0669,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0670,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0671,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0672,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0673,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0674,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0675,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0676,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0677,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0678,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0679,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0680,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0681,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0682,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0683,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0684,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0685,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0686,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0687,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0688,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0689,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0690,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0691,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0692,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0693,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0694,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0695,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0696,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0697,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0698,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0699,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0700,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0701,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0702,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0703,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0704,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0705,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0706,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0707,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0708,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0709,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0710,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0711,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0712,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0713,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0714,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0715,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0716,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0717,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0718,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0719,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0720,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0721,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0722,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0723,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0724,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0725,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0726,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0727,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0728,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0729,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0730,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0731,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0732,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0733,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0734,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0735,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0736,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0737,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0738,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0739,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0740,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0741,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0742,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0743,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0744,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0745,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0746,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0747,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0748,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0749,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0750,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0751,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0752,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0753,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0754,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0755,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0756,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0757,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0758,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0759,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0760,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0761,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0762,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0763,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0764,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0765,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0766,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0767,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
